1	-19.9000000	479.6100000	[ -20.0000000 ; -19.7000000 ]
2	-19.7000000	470.8900000	[ -19.9000000 ; -19.3000000 ]
3	-19.3000000	453.6900000	[ -19.7000000 ; -18.5000000 ]
4	-18.5000000	420.2500000	[ -19.3000000 ; -16.9000000 ]
5	-16.9000000	357.2100000	[ -18.5000000 ; -13.7000000 ]
6	-13.7000000	246.4900000	[ -16.9000000 ; -7.3000000 ]
7	-7.3000000	86.4900000	[ -13.7000000 ; 5.5000000 ]
8	5.5000000	12.2500000	[ -7.3000000 ; 31.1000000 ]
